id,source,origin,destination,travel_date,advance_purchase_days,base_fare,taxes_fees,fare_total,scraped_at,status
200,EaseMyTrip,BLR,CCU,2026-09-18,45,3323.16,937.3,4260.46,2026-08-04 11:24:00,SIMULATED_BACKTEST
201,EaseMyTrip,DEL,BOM,2026-08-06,1,5865.44,1654.36,7519.8,2026-08-05 08:27:00,SIMULATED_BACKTEST
202,EaseMyTrip,DEL,BOM,2026-08-12,7,4641.89,1309.25,5951.14,2026-08-05 08:27:00,SIMULATED_BACKTEST
203,EaseMyTrip,DEL,BOM,2026-08-20,15,3895.48,1098.72,4994.2,2026-08-05 08:27:00,SIMULATED_BACKTEST
204,EaseMyTrip,DEL,BOM,2026-09-04,30,3387.21,955.37,4342.58,2026-08-05 08:27:00,SIMULATED_BACKTEST
205,EaseMyTrip,DEL,BOM,2026-09-19,45,3136.5,884.66,4021.16,2026-08-05 08:27:00,SIMULATED_BACKTEST
206,EaseMyTrip,BLR,DEL,2026-08-06,1,6836.51,1928.25,8764.76,2026-08-05 08:27:00,SIMULATED_BACKTEST
207,EaseMyTrip,BLR,DEL,2026-08-12,7,5386.53,1519.28,6905.81,2026-08-05 08:27:00,SIMULATED_BACKTEST
208,EaseMyTrip,BLR,DEL,2026-08-20,15,4472.4,1261.44,5733.84,2026-08-05 08:27:00,SIMULATED_BACKTEST
209,EaseMyTrip,BLR,DEL,2026-09-04,30,3937.33,1110.53,5047.86,2026-08-05 08:27:00,SIMULATED_BACKTEST
210,EaseMyTrip,BLR,DEL,2026-09-19,45,3645.62,1028.25,4673.87,2026-08-05 08:27:00,SIMULATED_BACKTEST
211,EaseMyTrip,BLR,BOM,2026-08-06,1,4153.19,1171.41,5324.6,2026-08-05 08:27:00,SIMULATED_BACKTEST
212,EaseMyTrip,BLR,BOM,2026-08-12,7,3257.49,918.78,4176.27,2026-08-05 08:27:00,SIMULATED_BACKTEST
213,EaseMyTrip,BLR,BOM,2026-08-20,15,2768.53,780.87,3549.4,2026-08-05 08:27:00,SIMULATED_BACKTEST
214,EaseMyTrip,BLR,BOM,2026-09-04,30,2493.78,703.37,3197.15,2026-08-05 08:27:00,SIMULATED_BACKTEST
215,EaseMyTrip,BLR,BOM,2026-09-19,45,2197.51,619.81,2817.32,2026-08-05 08:27:00,SIMULATED_BACKTEST
216,EaseMyTrip,DEL,HYD,2026-08-06,1,4989.47,1407.29,6396.76,2026-08-05 08:27:00,SIMULATED_BACKTEST
217,EaseMyTrip,DEL,HYD,2026-08-12,7,3948.49,1113.68,5062.17,2026-08-05 08:27:00,SIMULATED_BACKTEST
218,EaseMyTrip,DEL,HYD,2026-08-20,15,3351.54,945.3,4296.84,2026-08-05 08:27:00,SIMULATED_BACKTEST
219,EaseMyTrip,DEL,HYD,2026-09-04,30,2933.28,827.34,3760.62,2026-08-05 08:27:00,SIMULATED_BACKTEST
220,EaseMyTrip,DEL,HYD,2026-09-19,45,2696.05,760.42,3456.47,2026-08-05 08:27:00,SIMULATED_BACKTEST
221,EaseMyTrip,DEL,PNQ,2026-08-06,1,4727.36,1333.36,6060.72,2026-08-05 08:27:00,SIMULATED_BACKTEST
222,EaseMyTrip,DEL,PNQ,2026-08-12,7,3722.23,1049.86,4772.09,2026-08-05 08:27:00,SIMULATED_BACKTEST
223,EaseMyTrip,DEL,PNQ,2026-08-20,15,3153.13,889.35,4042.48,2026-08-05 08:27:00,SIMULATED_BACKTEST
224,EaseMyTrip,DEL,PNQ,2026-09-04,30,2760.22,778.52,3538.74,2026-08-05 08:27:00,SIMULATED_BACKTEST
225,EaseMyTrip,DEL,PNQ,2026-09-19,45,2512.83,708.75,3221.58,2026-08-05 08:27:00,SIMULATED_BACKTEST
226,EaseMyTrip,DEL,CCU,2026-08-06,1,6036.45,1702.59,7739.04,2026-08-05 08:27:00,SIMULATED_BACKTEST
227,EaseMyTrip,DEL,CCU,2026-08-12,7,4684.24,1321.2,6005.44,2026-08-05 08:27:00,SIMULATED_BACKTEST
228,EaseMyTrip,DEL,CCU,2026-08-20,15,3954.88,1115.48,5070.36,2026-08-05 08:27:00,SIMULATED_BACKTEST
229,EaseMyTrip,DEL,CCU,2026-09-04,30,3537.02,997.62,4534.64,2026-08-05 08:27:00,SIMULATED_BACKTEST
230,EaseMyTrip,DEL,CCU,2026-09-19,45,3180.44,897.05,4077.49,2026-08-05 08:27:00,SIMULATED_BACKTEST
231,EaseMyTrip,AMD,DEL,2026-08-06,1,4488.9,1266.1,5755.0,2026-08-05 08:27:00,SIMULATED_BACKTEST
232,EaseMyTrip,AMD,DEL,2026-08-12,7,3541.67,998.93,4540.6,2026-08-05 08:27:00,SIMULATED_BACKTEST
233,EaseMyTrip,AMD,DEL,2026-08-20,15,2975.7,839.3,3815.0,2026-08-05 08:27:00,SIMULATED_BACKTEST
234,EaseMyTrip,AMD,DEL,2026-09-04,30,2664.95,751.65,3416.6,2026-08-05 08:27:00,SIMULATED_BACKTEST
235,EaseMyTrip,AMD,DEL,2026-09-19,45,2446.08,689.92,3136.0,2026-08-05 08:27:00,SIMULATED_BACKTEST
236,EaseMyTrip,MAA,DEL,2026-08-06,1,6474.62,1826.18,8300.8,2026-08-05 08:27:00,SIMULATED_BACKTEST
237,EaseMyTrip,MAA,DEL,2026-08-12,7,5045.84,1423.18,6469.02,2026-08-05 08:27:00,SIMULATED_BACKTEST
238,EaseMyTrip,MAA,DEL,2026-08-20,15,4271.44,1204.76,5476.2,2026-08-05 08:27:00,SIMULATED_BACKTEST
239,EaseMyTrip,MAA,DEL,2026-09-04,30,3843.57,1084.09,4927.66,2026-08-05 08:27:00,SIMULATED_BACKTEST
240,EaseMyTrip,MAA,DEL,2026-09-19,45,3484.23,982.73,4466.96,2026-08-05 08:27:00,SIMULATED_BACKTEST
241,EaseMyTrip,HYD,BOM,2026-08-06,1,4447.72,1254.48,5702.2,2026-08-05 08:27:00,SIMULATED_BACKTEST
242,EaseMyTrip,HYD,BOM,2026-08-12,7,3496.6,986.22,4482.82,2026-08-05 08:27:00,SIMULATED_BACKTEST
243,EaseMyTrip,HYD,BOM,2026-08-20,15,2950.58,832.22,3782.8,2026-08-05 08:27:00,SIMULATED_BACKTEST
244,EaseMyTrip,HYD,BOM,2026-09-04,30,2617.51,738.27,3355.78,2026-08-05 08:27:00,SIMULATED_BACKTEST
245,EaseMyTrip,HYD,BOM,2026-09-19,45,2402.74,677.7,3080.44,2026-08-05 08:27:00,SIMULATED_BACKTEST
246,EaseMyTrip,BLR,CCU,2026-08-06,1,6239.72,1759.92,7999.64,2026-08-05 08:27:00,SIMULATED_BACKTEST
247,EaseMyTrip,BLR,CCU,2026-08-12,7,4921.02,1387.98,6309.0,2026-08-05 08:27:00,SIMULATED_BACKTEST
248,EaseMyTrip,BLR,CCU,2026-08-20,15,4168.91,1175.85,5344.76,2026-08-05 08:27:00,SIMULATED_BACKTEST
249,EaseMyTrip,BLR,CCU,2026-09-04,30,3666.21,1034.06,4700.27,2026-08-05 08:27:00,SIMULATED_BACKTEST
250,EaseMyTrip,BLR,CCU,2026-09-19,45,3328.74,938.87,4267.61,2026-08-05 08:27:00,SIMULATED_BACKTEST
251,EaseMyTrip,DEL,BOM,2026-08-07,1,5857.02,1651.98,7509.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
252,EaseMyTrip,DEL,BOM,2026-08-13,7,4690.08,1322.84,6012.92,2026-08-06 09:30:00,SIMULATED_BACKTEST
253,EaseMyTrip,DEL,BOM,2026-08-21,15,3985.8,1124.2,5110.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
254,EaseMyTrip,DEL,BOM,2026-09-05,30,3480.14,981.58,4461.72,2026-08-06 09:30:00,SIMULATED_BACKTEST
255,EaseMyTrip,DEL,BOM,2026-09-20,45,3119.38,879.82,3999.2,2026-08-06 09:30:00,SIMULATED_BACKTEST
256,EaseMyTrip,BLR,DEL,2026-08-07,1,6825.16,1925.04,8750.2,2026-08-06 09:30:00,SIMULATED_BACKTEST
257,EaseMyTrip,BLR,DEL,2026-08-13,7,5416.21,1527.65,6943.86,2026-08-06 09:30:00,SIMULATED_BACKTEST
258,EaseMyTrip,BLR,DEL,2026-08-21,15,4600.28,1297.52,5897.8,2026-08-06 09:30:00,SIMULATED_BACKTEST
259,EaseMyTrip,BLR,DEL,2026-09-05,30,4053.21,1143.21,5196.42,2026-08-06 09:30:00,SIMULATED_BACKTEST
260,EaseMyTrip,BLR,DEL,2026-09-20,45,3656.52,1031.32,4687.84,2026-08-06 09:30:00,SIMULATED_BACKTEST
261,EaseMyTrip,BLR,BOM,2026-08-07,1,4169.1,1175.9,5345.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
262,EaseMyTrip,BLR,BOM,2026-08-13,7,3263.4,920.44,4183.84,2026-08-06 09:30:00,SIMULATED_BACKTEST
263,EaseMyTrip,BLR,BOM,2026-08-21,15,2756.52,777.48,3534.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
264,EaseMyTrip,BLR,BOM,2026-09-05,30,2451.1,691.34,3142.44,2026-08-06 09:30:00,SIMULATED_BACKTEST
265,EaseMyTrip,BLR,BOM,2026-09-20,45,2280.25,643.15,2923.4,2026-08-06 09:30:00,SIMULATED_BACKTEST
266,EaseMyTrip,DEL,HYD,2026-08-07,1,5065.48,1428.72,6494.2,2026-08-06 09:30:00,SIMULATED_BACKTEST
267,EaseMyTrip,DEL,HYD,2026-08-13,7,3926.57,1107.49,5034.06,2026-08-06 09:30:00,SIMULATED_BACKTEST
268,EaseMyTrip,DEL,HYD,2026-08-21,15,3378.8,953.0,4331.8,2026-08-06 09:30:00,SIMULATED_BACKTEST
269,EaseMyTrip,DEL,HYD,2026-09-05,30,2983.98,841.64,3825.62,2026-08-06 09:30:00,SIMULATED_BACKTEST
270,EaseMyTrip,DEL,HYD,2026-09-20,45,2643.3,745.54,3388.84,2026-08-06 09:30:00,SIMULATED_BACKTEST
271,EaseMyTrip,DEL,PNQ,2026-08-07,1,4764.55,1343.85,6108.4,2026-08-06 09:30:00,SIMULATED_BACKTEST
272,EaseMyTrip,DEL,PNQ,2026-08-13,7,3766.47,1062.34,4828.81,2026-08-06 09:30:00,SIMULATED_BACKTEST
273,EaseMyTrip,DEL,PNQ,2026-08-21,15,3148.55,888.05,4036.6,2026-08-06 09:30:00,SIMULATED_BACKTEST
274,EaseMyTrip,DEL,PNQ,2026-09-05,30,2733.22,770.91,3504.13,2026-08-06 09:30:00,SIMULATED_BACKTEST
275,EaseMyTrip,DEL,PNQ,2026-09-20,45,2554.87,720.61,3275.48,2026-08-06 09:30:00,SIMULATED_BACKTEST
276,EaseMyTrip,DEL,CCU,2026-08-07,1,6065.12,1710.68,7775.8,2026-08-06 09:30:00,SIMULATED_BACKTEST
277,EaseMyTrip,DEL,CCU,2026-08-13,7,4728.72,1333.74,6062.46,2026-08-06 09:30:00,SIMULATED_BACKTEST
278,EaseMyTrip,DEL,CCU,2026-08-21,15,4090.48,1153.72,5244.2,2026-08-06 09:30:00,SIMULATED_BACKTEST
279,EaseMyTrip,DEL,CCU,2026-09-05,30,3578.41,1009.29,4587.7,2026-08-06 09:30:00,SIMULATED_BACKTEST
280,EaseMyTrip,DEL,CCU,2026-09-20,45,3275.5,923.86,4199.36,2026-08-06 09:30:00,SIMULATED_BACKTEST
281,EaseMyTrip,AMD,DEL,2026-08-07,1,4590.3,1294.7,5885.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
282,EaseMyTrip,AMD,DEL,2026-08-13,7,3563.04,1004.96,4568.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
283,EaseMyTrip,AMD,DEL,2026-08-21,15,3036.54,856.46,3893.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
284,EaseMyTrip,AMD,DEL,2026-09-05,30,2625.48,740.52,3366.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
285,EaseMyTrip,AMD,DEL,2026-09-20,45,2478.06,698.94,3177.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
286,EaseMyTrip,MAA,DEL,2026-08-07,1,6460.74,1822.26,8283.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
287,EaseMyTrip,MAA,DEL,2026-08-13,7,5076.65,1431.87,6508.52,2026-08-06 09:30:00,SIMULATED_BACKTEST
288,EaseMyTrip,MAA,DEL,2026-08-21,15,4376.58,1234.42,5611.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
289,EaseMyTrip,MAA,DEL,2026-09-05,30,3767.65,1062.67,4830.32,2026-08-06 09:30:00,SIMULATED_BACKTEST
290,EaseMyTrip,MAA,DEL,2026-09-20,45,3496.12,986.08,4482.2,2026-08-06 09:30:00,SIMULATED_BACKTEST
291,EaseMyTrip,HYD,BOM,2026-08-07,1,4494.36,1267.64,5762.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
292,EaseMyTrip,HYD,BOM,2026-08-13,7,3459.52,975.76,4435.28,2026-08-06 09:30:00,SIMULATED_BACKTEST
293,EaseMyTrip,HYD,BOM,2026-08-21,15,2984.28,841.72,3826.0,2026-08-06 09:30:00,SIMULATED_BACKTEST
294,EaseMyTrip,HYD,BOM,2026-09-05,30,2629.75,741.73,3371.48,2026-08-06 09:30:00,SIMULATED_BACKTEST
295,EaseMyTrip,HYD,BOM,2026-09-20,45,2350.76,663.04,3013.8,2026-08-06 09:30:00,SIMULATED_BACKTEST
296,EaseMyTrip,BLR,CCU,2026-08-07,1,6317.84,1781.96,8099.8,2026-08-06 09:30:00,SIMULATED_BACKTEST
297,EaseMyTrip,BLR,CCU,2026-08-13,7,4936.54,1392.36,6328.9,2026-08-06 09:30:00,SIMULATED_BACKTEST
298,EaseMyTrip,BLR,CCU,2026-08-21,15,4219.96,1190.24,5410.2,2026-08-06 09:30:00,SIMULATED_BACKTEST
299,EaseMyTrip,BLR,CCU,2026-09-05,30,3732.88,1052.86,4785.74,2026-08-06 09:30:00,SIMULATED_BACKTEST
300,EaseMyTrip,BLR,CCU,2026-09-20,45,3372.53,951.23,4323.76,2026-08-06 09:30:00,SIMULATED_BACKTEST
301,EaseMyTrip,DEL,BOM,2026-08-08,1,6000.7,1692.5,7693.2,2026-08-07 10:33:00,SIMULATED_BACKTEST
302,EaseMyTrip,DEL,BOM,2026-08-14,7,4655.59,1313.11,5968.7,2026-08-07 10:33:00,SIMULATED_BACKTEST
303,EaseMyTrip,DEL,BOM,2026-08-22,15,3971.6,1120.2,5091.8,2026-08-07 10:33:00,SIMULATED_BACKTEST
304,EaseMyTrip,DEL,BOM,2026-09-06,30,3504.43,988.43,4492.86,2026-08-07 10:33:00,SIMULATED_BACKTEST
305,EaseMyTrip,DEL,BOM,2026-09-21,45,3194.29,900.95,4095.24,2026-08-07 10:33:00,SIMULATED_BACKTEST
306,EaseMyTrip,BLR,DEL,2026-08-08,1,6923.78,1952.86,8876.64,2026-08-07 10:33:00,SIMULATED_BACKTEST
307,EaseMyTrip,BLR,DEL,2026-08-14,7,5406.12,1524.8,6930.92,2026-08-07 10:33:00,SIMULATED_BACKTEST
308,EaseMyTrip,BLR,DEL,2026-08-22,15,4540.19,1280.57,5820.76,2026-08-07 10:33:00,SIMULATED_BACKTEST
309,EaseMyTrip,BLR,DEL,2026-09-06,30,4045.85,1141.14,5186.99,2026-08-07 10:33:00,SIMULATED_BACKTEST
310,EaseMyTrip,BLR,DEL,2026-09-21,45,3680.67,1038.14,4718.81,2026-08-07 10:33:00,SIMULATED_BACKTEST
311,EaseMyTrip,BLR,BOM,2026-08-08,1,4177.99,1178.41,5356.4,2026-08-07 10:33:00,SIMULATED_BACKTEST
312,EaseMyTrip,BLR,BOM,2026-08-14,7,3314.54,934.87,4249.41,2026-08-07 10:33:00,SIMULATED_BACKTEST
313,EaseMyTrip,BLR,BOM,2026-08-22,15,2785.07,785.53,3570.6,2026-08-07 10:33:00,SIMULATED_BACKTEST
314,EaseMyTrip,BLR,BOM,2026-09-06,30,2527.77,712.96,3240.73,2026-08-07 10:33:00,SIMULATED_BACKTEST
315,EaseMyTrip,BLR,BOM,2026-09-21,45,2292.01,646.47,2938.48,2026-08-07 10:33:00,SIMULATED_BACKTEST
316,EaseMyTrip,DEL,HYD,2026-08-08,1,5046.32,1423.32,6469.64,2026-08-07 10:33:00,SIMULATED_BACKTEST
317,EaseMyTrip,DEL,HYD,2026-08-14,7,3935.85,1110.11,5045.96,2026-08-07 10:33:00,SIMULATED_BACKTEST
318,EaseMyTrip,DEL,HYD,2026-08-22,15,3313.25,934.51,4247.76,2026-08-07 10:33:00,SIMULATED_BACKTEST
319,EaseMyTrip,DEL,HYD,2026-09-06,30,2913.01,821.62,3734.63,2026-08-07 10:33:00,SIMULATED_BACKTEST
320,EaseMyTrip,DEL,HYD,2026-09-21,45,2732.5,770.71,3503.21,2026-08-07 10:33:00,SIMULATED_BACKTEST
321,EaseMyTrip,DEL,PNQ,2026-08-08,1,4735.44,1335.64,6071.08,2026-08-07 10:33:00,SIMULATED_BACKTEST
322,EaseMyTrip,DEL,PNQ,2026-08-14,7,3721.01,1049.52,4770.53,2026-08-07 10:33:00,SIMULATED_BACKTEST
323,EaseMyTrip,DEL,PNQ,2026-08-22,15,3217.28,907.44,4124.72,2026-08-07 10:33:00,SIMULATED_BACKTEST
324,EaseMyTrip,DEL,PNQ,2026-09-06,30,2847.4,803.11,3650.51,2026-08-07 10:33:00,SIMULATED_BACKTEST
325,EaseMyTrip,DEL,PNQ,2026-09-21,45,2577.42,726.96,3304.38,2026-08-07 10:33:00,SIMULATED_BACKTEST
326,EaseMyTrip,DEL,CCU,2026-08-08,1,6063.38,1710.18,7773.56,2026-08-07 10:33:00,SIMULATED_BACKTEST
327,EaseMyTrip,DEL,CCU,2026-08-14,7,4803.61,1354.86,6158.47,2026-08-07 10:33:00,SIMULATED_BACKTEST
328,EaseMyTrip,DEL,CCU,2026-08-22,15,4039.65,1139.39,5179.04,2026-08-07 10:33:00,SIMULATED_BACKTEST
329,EaseMyTrip,DEL,CCU,2026-09-06,30,3622.13,1021.63,4643.76,2026-08-07 10:33:00,SIMULATED_BACKTEST
330,EaseMyTrip,DEL,CCU,2026-09-21,45,3234.84,912.39,4147.23,2026-08-07 10:33:00,SIMULATED_BACKTEST
331,EaseMyTrip,AMD,DEL,2026-08-08,1,4650.36,1311.64,5962.0,2026-08-07 10:33:00,SIMULATED_BACKTEST
332,EaseMyTrip,AMD,DEL,2026-08-14,7,3598.45,1014.95,4613.4,2026-08-07 10:33:00,SIMULATED_BACKTEST
333,EaseMyTrip,AMD,DEL,2026-08-22,15,3012.36,849.64,3862.0,2026-08-07 10:33:00,SIMULATED_BACKTEST
334,EaseMyTrip,AMD,DEL,2026-09-06,30,2724.85,768.55,3493.4,2026-08-07 10:33:00,SIMULATED_BACKTEST
335,EaseMyTrip,AMD,DEL,2026-09-21,45,2402.4,677.6,3080.0,2026-08-07 10:33:00,SIMULATED_BACKTEST
336,EaseMyTrip,MAA,DEL,2026-08-08,1,6522.52,1839.68,8362.2,2026-08-07 10:33:00,SIMULATED_BACKTEST
337,EaseMyTrip,MAA,DEL,2026-08-14,7,5169.86,1458.16,6628.02,2026-08-07 10:33:00,SIMULATED_BACKTEST
338,EaseMyTrip,MAA,DEL,2026-08-22,15,4343.66,1225.14,5568.8,2026-08-07 10:33:00,SIMULATED_BACKTEST
339,EaseMyTrip,MAA,DEL,2026-09-06,30,3803.26,1072.72,4875.98,2026-08-07 10:33:00,SIMULATED_BACKTEST
340,EaseMyTrip,MAA,DEL,2026-09-21,45,3487.72,983.72,4471.44,2026-08-07 10:33:00,SIMULATED_BACKTEST
341,EaseMyTrip,HYD,BOM,2026-08-08,1,4498.88,1268.92,5767.8,2026-08-07 10:33:00,SIMULATED_BACKTEST
342,EaseMyTrip,HYD,BOM,2026-08-14,7,3532.42,996.32,4528.74,2026-08-07 10:33:00,SIMULATED_BACKTEST
343,EaseMyTrip,HYD,BOM,2026-08-22,15,2939.2,829.0,3768.2,2026-08-07 10:33:00,SIMULATED_BACKTEST
344,EaseMyTrip,HYD,BOM,2026-09-06,30,2622.5,739.68,3362.18,2026-08-07 10:33:00,SIMULATED_BACKTEST
345,EaseMyTrip,HYD,BOM,2026-09-21,45,2361.96,666.2,3028.16,2026-08-07 10:33:00,SIMULATED_BACKTEST
346,EaseMyTrip,BLR,CCU,2026-08-08,1,6300.81,1777.15,8077.96,2026-08-07 10:33:00,SIMULATED_BACKTEST
347,EaseMyTrip,BLR,CCU,2026-08-14,7,5048.78,1424.02,6472.8,2026-08-07 10:33:00,SIMULATED_BACKTEST
348,EaseMyTrip,BLR,CCU,2026-08-22,15,4272.56,1205.08,5477.64,2026-08-07 10:33:00,SIMULATED_BACKTEST
349,EaseMyTrip,BLR,CCU,2026-09-06,30,3748.06,1057.14,4805.2,2026-08-07 10:33:00,SIMULATED_BACKTEST
350,EaseMyTrip,BLR,CCU,2026-09-21,45,3389.81,956.1,4345.91,2026-08-07 10:33:00,SIMULATED_BACKTEST
351,EaseMyTrip,DEL,BOM,2026-08-09,1,6108.96,1723.04,7832.0,2026-08-08 11:36:00,SIMULATED_BACKTEST
352,EaseMyTrip,DEL,BOM,2026-08-15,7,4810.92,1356.92,6167.84,2026-08-08 11:36:00,SIMULATED_BACKTEST
353,EaseMyTrip,DEL,BOM,2026-08-23,15,4053.66,1143.34,5197.0,2026-08-08 11:36:00,SIMULATED_BACKTEST
354,EaseMyTrip,DEL,BOM,2026-09-07,30,3639.04,1026.4,4665.44,2026-08-08 11:36:00,SIMULATED_BACKTEST
355,EaseMyTrip,DEL,BOM,2026-09-22,45,3240.43,913.97,4154.4,2026-08-08 11:36:00,SIMULATED_BACKTEST
356,EaseMyTrip,BLR,DEL,2026-08-09,1,7063.99,1992.41,9056.4,2026-08-08 11:36:00,SIMULATED_BACKTEST
357,EaseMyTrip,BLR,DEL,2026-08-15,7,5639.5,1590.63,7230.13,2026-08-08 11:36:00,SIMULATED_BACKTEST
358,EaseMyTrip,BLR,DEL,2026-08-23,15,4759.25,1342.35,6101.6,2026-08-08 11:36:00,SIMULATED_BACKTEST
359,EaseMyTrip,BLR,DEL,2026-09-07,30,4124.06,1163.19,5287.25,2026-08-08 11:36:00,SIMULATED_BACKTEST
360,EaseMyTrip,BLR,DEL,2026-09-22,45,3796.01,1070.67,4866.68,2026-08-08 11:36:00,SIMULATED_BACKTEST
361,EaseMyTrip,BLR,BOM,2026-08-09,1,4397.64,1240.36,5638.0,2026-08-08 11:36:00,SIMULATED_BACKTEST
362,EaseMyTrip,BLR,BOM,2026-08-15,7,3471.53,979.15,4450.68,2026-08-08 11:36:00,SIMULATED_BACKTEST
363,EaseMyTrip,BLR,BOM,2026-08-23,15,2870.4,809.6,3680.0,2026-08-08 11:36:00,SIMULATED_BACKTEST
364,EaseMyTrip,BLR,BOM,2026-09-07,30,2560.65,722.23,3282.88,2026-08-08 11:36:00,SIMULATED_BACKTEST
365,EaseMyTrip,BLR,BOM,2026-09-22,45,2294.6,647.2,2941.8,2026-08-08 11:36:00,SIMULATED_BACKTEST
366,EaseMyTrip,DEL,HYD,2026-08-09,1,5184.19,1462.21,6646.4,2026-08-08 11:36:00,SIMULATED_BACKTEST
367,EaseMyTrip,DEL,HYD,2026-08-15,7,4078.25,1150.28,5228.53,2026-08-08 11:36:00,SIMULATED_BACKTEST
368,EaseMyTrip,DEL,HYD,2026-08-23,15,3430.91,967.69,4398.6,2026-08-08 11:36:00,SIMULATED_BACKTEST
369,EaseMyTrip,DEL,HYD,2026-09-07,30,3021.45,852.2,3873.65,2026-08-08 11:36:00,SIMULATED_BACKTEST
370,EaseMyTrip,DEL,HYD,2026-09-22,45,2799.95,789.73,3589.68,2026-08-08 11:36:00,SIMULATED_BACKTEST
371,EaseMyTrip,DEL,PNQ,2026-08-09,1,4886.54,1378.26,6264.8,2026-08-08 11:36:00,SIMULATED_BACKTEST
372,EaseMyTrip,DEL,PNQ,2026-08-15,7,3887.07,1096.35,4983.42,2026-08-08 11:36:00,SIMULATED_BACKTEST
373,EaseMyTrip,DEL,PNQ,2026-08-23,15,3233.26,911.94,4145.2,2026-08-08 11:36:00,SIMULATED_BACKTEST
374,EaseMyTrip,DEL,PNQ,2026-09-07,30,2888.39,814.67,3703.06,2026-08-08 11:36:00,SIMULATED_BACKTEST
375,EaseMyTrip,DEL,PNQ,2026-09-22,45,2573.19,725.77,3298.96,2026-08-08 11:36:00,SIMULATED_BACKTEST
376,EaseMyTrip,DEL,CCU,2026-08-09,1,6331.73,1785.87,8117.6,2026-08-08 11:36:00,SIMULATED_BACKTEST
377,EaseMyTrip,DEL,CCU,2026-08-15,7,4975.24,1403.27,6378.51,2026-08-08 11:36:00,SIMULATED_BACKTEST
378,EaseMyTrip,DEL,CCU,2026-08-23,15,4189.69,1181.71,5371.4,2026-08-08 11:36:00,SIMULATED_BACKTEST
379,EaseMyTrip,DEL,CCU,2026-09-07,30,3652.73,1030.26,4682.99,2026-08-08 11:36:00,SIMULATED_BACKTEST
380,EaseMyTrip,DEL,CCU,2026-09-22,45,3366.26,949.46,4315.72,2026-08-08 11:36:00,SIMULATED_BACKTEST
381,EaseMyTrip,AMD,DEL,2026-08-09,1,4739.28,1336.72,6076.0,2026-08-08 11:36:00,SIMULATED_BACKTEST
382,EaseMyTrip,AMD,DEL,2026-08-15,7,3758.04,1059.96,4818.0,2026-08-08 11:36:00,SIMULATED_BACKTEST
383,EaseMyTrip,AMD,DEL,2026-08-23,15,3137.16,884.84,4022.0,2026-08-08 11:36:00,SIMULATED_BACKTEST
384,EaseMyTrip,AMD,DEL,2026-09-07,30,2815.8,794.2,3610.0,2026-08-08 11:36:00,SIMULATED_BACKTEST
385,EaseMyTrip,AMD,DEL,2026-09-22,45,2548.26,718.74,3267.0,2026-08-08 11:36:00,SIMULATED_BACKTEST
386,EaseMyTrip,MAA,DEL,2026-08-09,1,6779.76,1912.24,8692.0,2026-08-08 11:36:00,SIMULATED_BACKTEST
387,EaseMyTrip,MAA,DEL,2026-08-15,7,5269.71,1486.33,6756.04,2026-08-08 11:36:00,SIMULATED_BACKTEST
388,EaseMyTrip,MAA,DEL,2026-08-23,15,4496.7,1268.3,5765.0,2026-08-08 11:36:00,SIMULATED_BACKTEST
389,EaseMyTrip,MAA,DEL,2026-09-07,30,4008.92,1130.72,5139.64,2026-08-08 11:36:00,SIMULATED_BACKTEST
390,EaseMyTrip,MAA,DEL,2026-09-22,45,3553.21,1002.19,4555.4,2026-08-08 11:36:00,SIMULATED_BACKTEST
391,EaseMyTrip,HYD,BOM,2026-08-09,1,4635.54,1307.46,5943.0,2026-08-08 11:36:00,SIMULATED_BACKTEST
392,EaseMyTrip,HYD,BOM,2026-08-15,7,3629.78,1023.78,4653.56,2026-08-08 11:36:00,SIMULATED_BACKTEST
393,EaseMyTrip,HYD,BOM,2026-08-23,15,3073.2,866.8,3940.0,2026-08-08 11:36:00,SIMULATED_BACKTEST
394,EaseMyTrip,HYD,BOM,2026-09-07,30,2665.23,751.73,3416.96,2026-08-08 11:36:00,SIMULATED_BACKTEST
395,EaseMyTrip,HYD,BOM,2026-09-22,45,2502.71,705.89,3208.6,2026-08-08 11:36:00,SIMULATED_BACKTEST
396,EaseMyTrip,BLR,CCU,2026-08-09,1,6544.67,1845.93,8390.6,2026-08-08 11:36:00,SIMULATED_BACKTEST
397,EaseMyTrip,BLR,CCU,2026-08-15,7,5145.96,1451.43,6597.39,2026-08-08 11:36:00,SIMULATED_BACKTEST
398,EaseMyTrip,BLR,CCU,2026-08-23,15,4362.07,1230.33,5592.4,2026-08-08 11:36:00,SIMULATED_BACKTEST
399,EaseMyTrip,BLR,CCU,2026-09-07,30,3825.17,1078.9,4904.07,2026-08-08 11:36:00,SIMULATED_BACKTEST
